timestamp,elapsed_sec,stage,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2026-01-10T13:51:05.744119,5416.779,wrist_max_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T13:52:08.292345,5479.327,wrist_min_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T13:53:08.624403,5539.659,wrist_max_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T13:54:08.811672,5599.847,wrist_min_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T13:55:09.098509,5660.134,wrist_max_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T13:56:11.694468,5722.729,wrist_max_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T13:57:11.955479,5782.99,wrist_min_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T13:58:12.223250,5843.258,wrist_max_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T13:59:12.524216,5903.559,wrist_min_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,30.0,30.0,46.0,43.0,39.0,43.0,44.0
2026-01-10T14:00:12.809021,5963.844,wrist_max_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,29.0,30.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T14:01:13.028854,6024.064,wrist_min_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,29.0,30.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T14:02:13.313711,6084.349,wrist_max_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,29.0,30.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T14:03:13.436735,6144.472,wrist_min_min,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T14:04:15.946428,6206.981,wrist_max_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T14:05:15.975337,6267.01,wrist_min_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,43.0,39.0,43.0,44.0
2026-01-10T14:06:16.068120,6327.103,wrist_max_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T14:07:16.368185,6387.403,wrist_min_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,42.0,39.0,44.0,43.0
2026-01-10T14:08:16.669215,6447.704,wrist_max_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T14:09:16.984103,6508.019,wrist_min_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T14:10:17.269983,6568.305,wrist_max_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,43.0,44.0
2026-01-10T14:11:17.507049,6628.542,wrist_min_max,3,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T14:12:17.806960,6688.842,wrist_max_max,3,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T14:13:18.140002,6749.175,wrist_min_max,3,29.0,29.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,43.0,39.0,43.0,43.0
2026-01-10T14:14:18.472120,6809.507,wrist_max_max,3,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,43.0,44.0
2026-01-10T14:15:18.756875,6869.792,wrist_min_max,3,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,43.0,39.0,44.0,44.0
2026-01-10T14:16:19.088117,6930.123,wrist_max_max,3,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,43.0,39.0,44.0,43.0
2026-01-10T14:17:19.160117,6990.195,wrist_min_max,3,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,42.0,39.0,44.0,43.0
2026-01-10T14:18:21.784092,7052.819,wrist_min_min,3,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,42.0,39.0,43.0,44.0
2026-01-10T14:19:21.959859,7112.995,wrist_max_min,3,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,44.0,43.0
2026-01-10T14:20:24.440227,7175.475,wrist_min_max,3,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,44.0,43.0
