timestamp,elapsed_sec,cycle_index,finger,stage,max_temp_c,mean_temp_c,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2025-12-25T09:41:11.994846,1802.134,647,Thumb,motor_12_open,50.0,34.625,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,43.0,41.0
2025-12-25T09:41:12.890797,1803.028,648,Index,motor_2_flexed,50.0,34.625,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,43.0,41.0
2025-12-25T09:41:14.778694,1804.915,648,Index,motor_2_open,50.0,34.75,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,44.0,42.0
2025-12-25T09:41:15.674647,1805.813,649,Index,motor_1_flexed,50.0,34.6875,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,44.0,41.0
2025-12-25T09:41:17.562546,1807.699,649,Index,motor_1_open,50.0,34.6875,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,43.0,42.0
2025-12-25T09:41:18.458491,1808.595,650,Index,motor_3_flexed,50.0,34.5,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,43.0,39.0
2025-12-25T09:41:20.346389,1810.484,650,Index,motor_3_open,50.0,34.6875,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,44.0,41.0
2025-12-25T09:41:21.242342,1811.38,651,Middle,motor_11_flexed,50.0,34.75,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,44.0,42.0
2025-12-25T09:41:23.130235,1813.267,651,Middle,motor_11_open,50.0,34.625,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,43.0,41.0
2025-12-25T09:41:24.026184,1814.162,652,Middle,motor_10_flexed,50.0,34.6875,1,31.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,31.0,32.0,50.0,48.0,42.0,44.0,41.0
