timestamp,elapsed_sec,stage,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2026-01-10T13:21:40.234708,3651.27,wrist_max_max,2,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,44.0,43.0
2026-01-10T13:22:42.871822,3713.907,wrist_max_min,2,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,42.0,39.0,43.0,44.0
2026-01-10T13:23:42.949838,3773.985,wrist_min_min,2,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,42.0,39.0,43.0,43.0
2026-01-10T13:24:45.488461,3836.523,wrist_max_max,2,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,46.0,42.0,39.0,43.0,43.0
2026-01-10T13:25:45.789176,3896.824,wrist_min_max,2,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,42.0,39.0,43.0,43.0
2026-01-10T13:26:45.944213,3956.979,wrist_max_max,2,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,30.0,46.0,42.0,39.0,42.0,43.0
2026-01-10T13:27:48.410493,4019.446,wrist_max_min,2,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,28.0,29.0,30.0,46.0,42.0,39.0,44.0,43.0
2026-01-10T13:28:50.833791,4081.869,wrist_min_max,2,29.0,29.0,27.0,29.0,28.0,27.0,29.0,28.0,28.0,29.0,30.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T13:29:50.958679,4141.994,wrist_max_max,2,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,29.0,30.0,46.0,43.0,39.0,43.0,43.0
2026-01-10T13:30:51.019580,4202.055,wrist_min_max,2,29.0,29.0,27.0,29.0,28.0,27.0,29.0,29.0,28.0,29.0,30.0,46.0,43.0,39.0,43.0,44.0
