timestamp,elapsed_sec,stage,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2026-01-10T16:51:16.128101,16227.163,wrist_min_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,30.0,46.0,43.0,39.0,45.0,43.0
2026-01-10T16:52:16.128602,16287.164,wrist_max_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T16:53:18.797364,16349.832,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T16:54:19.047756,16410.083,wrist_min_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,45.0,44.0
2026-01-10T16:55:19.334081,16470.369,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,42.0,39.0,44.0,44.0
2026-01-10T16:56:19.472712,16530.508,wrist_min_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T16:57:19.598086,16590.633,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,43.0,39.0,44.0,44.0
2026-01-10T16:58:19.804103,16650.839,wrist_min_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T16:59:20.088122,16711.123,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,42.0,39.0,45.0,43.0
2026-01-10T17:00:22.628103,16773.663,wrist_min_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T17:01:25.362088,16836.397,wrist_min_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T17:02:25.708804,16896.744,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T17:03:25.714834,16956.75,wrist_min_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T17:04:25.765091,17016.8,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,45.0,43.0
2026-01-10T17:05:28.500063,17079.535,wrist_min_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T17:06:28.608050,17139.643,wrist_max_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T17:07:28.846052,17199.881,wrist_min_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,43.0
2026-01-10T17:08:29.016093,17260.051,wrist_max_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,45.0,43.0
2026-01-10T17:09:31.478386,17322.513,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T17:10:31.683208,17382.718,wrist_min_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
2026-01-10T17:11:34.168977,17445.204,wrist_max_max,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,45.0,44.0
2026-01-10T17:12:36.306249,17507.341,wrist_max_min,9,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,46.0,43.0,39.0,44.0,44.0
