timestamp,elapsed_sec,cycle_index,finger,stage,max_temp_c,mean_temp_c,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2025-12-25T12:11:10.379787,10800.521,3877,Pinky,motor_8_open,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:11.275745,10801.415,3878,Pinky,motor_9_flexed,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:13.163644,10803.302,3878,Pinky,motor_9_open,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:14.059591,10804.195,3879,Thumb,motor_13_flexed,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:15.947490,10806.085,3879,Thumb,motor_13_open,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:16.843441,10806.98,3880,Thumb,motor_14_flexed,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:18.731378,10808.869,3880,Thumb,motor_14_open,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:19.627331,10809.762,3881,Thumb,motor_12_flexed,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:21.515216,10811.653,3881,Thumb,motor_12_open,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T12:11:22.411164,10812.55,3882,Index,motor_2_flexed,51.0,35.0625,6,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
