timestamp,elapsed_sec,stage,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2026-01-10T12:20:51.711084,2.746,wrist_min_min,0,25.0,25.0,25.0,25.0,25.0,24.0,26.0,25.0,25.0,26.0,26.0,38.0,36.0,35.0,35.0,34.0
2026-01-10T12:21:51.752090,62.787,wrist_max_min,0,26.0,26.0,25.0,26.0,25.0,25.0,26.0,26.0,25.0,26.0,26.0,39.0,38.0,36.0,36.0,35.0
2026-01-10T12:22:51.993889,123.029,wrist_min_min,0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,27.0,39.0,38.0,36.0,36.0,35.0
2026-01-10T12:23:52.294169,183.329,wrist_max_min,0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,27.0,39.0,38.0,36.0,37.0,36.0
2026-01-10T12:24:52.643419,243.678,wrist_min_min,0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,27.0,39.0,39.0,36.0,37.0,37.0
2026-01-10T12:25:52.672675,303.708,wrist_max_min,0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,27.0,40.0,39.0,36.0,37.0,36.0
2026-01-10T12:26:55.228090,366.263,wrist_min_max,0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,27.0,27.0,40.0,39.0,36.0,37.0,37.0
2026-01-10T12:27:55.306098,426.341,wrist_max_max,0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,27.0,27.0,40.0,39.0,36.0,37.0,37.0
2026-01-10T12:28:57.924079,488.959,wrist_max_min,0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,27.0,27.0,40.0,39.0,36.0,38.0,38.0
2026-01-10T12:29:58.147485,549.183,wrist_min_min,0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,28.0,40.0,39.0,37.0,39.0,38.0
2026-01-10T12:30:58.367682,609.403,wrist_max_min,0,27.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,28.0,41.0,39.0,37.0,38.0,38.0
2026-01-10T12:31:58.668112,669.703,wrist_min_min,0,27.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,28.0,41.0,40.0,37.0,38.0,39.0
