timestamp,elapsed_sec,stage,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2026-01-10T12:51:15.117865,1826.153,wrist_max_max,1,28.0,28.0,26.0,28.0,27.0,26.0,28.0,28.0,27.0,29.0,29.0,43.0,41.0,38.0,41.0,42.0
2026-01-10T12:52:15.195191,1886.23,wrist_min_max,1,28.0,28.0,27.0,28.0,27.0,26.0,28.0,28.0,27.0,29.0,29.0,43.0,41.0,38.0,42.0,42.0
2026-01-10T12:53:15.496090,1946.531,wrist_max_max,1,28.0,28.0,27.0,28.0,27.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,41.0,38.0,42.0,42.0
2026-01-10T12:54:15.748091,2006.783,wrist_min_max,1,28.0,28.0,27.0,28.0,27.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,41.0,38.0,42.0,42.0
2026-01-10T12:55:15.888091,2066.923,wrist_max_max,1,28.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,41.0,38.0,42.0,42.0
2026-01-10T12:56:16.126121,2127.161,wrist_min_max,1,28.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,42.0,42.0
2026-01-10T12:57:16.459074,2187.494,wrist_max_max,1,28.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,42.0,42.0
2026-01-10T12:58:16.743130,2247.778,wrist_min_max,1,28.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,42.0,42.0
2026-01-10T12:59:17.028091,2308.063,wrist_max_max,1,28.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,42.0,42.0
2026-01-10T13:00:17.105201,2368.14,wrist_min_max,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,42.0,42.0
2026-01-10T13:01:19.693229,2430.728,wrist_min_min,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,42.0,43.0
2026-01-10T13:02:22.426241,2493.461,wrist_max_max,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,43.0,42.0
2026-01-10T13:03:22.582306,2553.617,wrist_min_max,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,42.0,43.0
2026-01-10T13:04:25.078623,2616.114,wrist_min_min,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,38.0,43.0,43.0
2026-01-10T13:05:25.183444,2676.218,wrist_max_min,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,39.0,43.0,43.0
2026-01-10T13:06:27.746410,2738.781,wrist_min_max,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,39.0,42.0,42.0
2026-01-10T13:07:30.318215,2801.353,wrist_min_min,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,39.0,43.0,43.0
2026-01-10T13:08:30.469559,2861.505,wrist_max_min,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,44.0,42.0,39.0,43.0,42.0
2026-01-10T13:09:30.642654,2921.678,wrist_min_min,1,29.0,28.0,27.0,28.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,42.0,43.0
2026-01-10T13:10:30.814773,2981.85,wrist_max_min,1,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,42.0
2026-01-10T13:11:31.020090,3042.055,wrist_min_min,1,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:12:33.704090,3104.739,wrist_max_max,1,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:13:33.860930,3164.896,wrist_min_max,1,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:14:34.076091,3225.111,wrist_max_max,1,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:15:34.271167,3285.306,wrist_min_max,1,29.0,28.0,27.0,29.0,28.0,26.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:16:34.587296,3345.622,wrist_max_max,1,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:17:34.872341,3405.907,wrist_min_max,1,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,44.0
2026-01-10T13:18:37.356104,3468.391,wrist_min_min,1,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:19:39.986503,3531.022,wrist_max_max,1,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,43.0
2026-01-10T13:20:40.046656,3591.082,wrist_min_max,1,29.0,28.0,27.0,29.0,28.0,27.0,29.0,28.0,27.0,29.0,29.0,45.0,42.0,39.0,43.0,44.0
