timestamp,elapsed_sec,cycle_index,finger,stage,max_temp_c,mean_temp_c,chunk_index,m01_temp_c,m02_temp_c,m03_temp_c,m04_temp_c,m05_temp_c,m06_temp_c,m07_temp_c,m08_temp_c,m09_temp_c,m10_temp_c,m11_temp_c,m12_temp_c,m13_temp_c,m14_temp_c,m15_temp_c,m16_temp_c
2025-12-25T13:11:10.391250,14400.53,5170,Index,motor_2_flexed,51.0,35.125,8,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
2025-12-25T13:11:12.279164,14402.415,5170,Index,motor_2_open,51.0,35.25,8,31.0,30.0,29.0,31.0,31.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
2025-12-25T13:11:13.175125,14403.311,5171,Index,motor_1_flexed,51.0,35.125,8,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
2025-12-25T13:11:15.063039,14405.202,5171,Index,motor_1_open,51.0,35.1875,8,31.0,30.0,29.0,30.0,31.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
2025-12-25T13:11:15.958999,14406.097,5172,Index,motor_3_flexed,51.0,35.1875,8,31.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
2025-12-25T13:11:17.846914,14407.983,5172,Index,motor_3_open,51.0,35.0625,8,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,42.0
2025-12-25T13:11:18.742872,14408.881,5173,Middle,motor_11_flexed,51.0,35.125,8,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
2025-12-25T13:11:20.630784,14410.768,5173,Middle,motor_11_open,51.0,35.1875,8,31.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,43.0
2025-12-25T13:11:21.526746,14411.664,5174,Middle,motor_10_flexed,51.0,35.1875,8,31.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,44.0,43.0
2025-12-25T13:11:23.414659,14413.554,5174,Middle,motor_10_open,51.0,35.1875,8,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,43.0
2025-12-25T13:11:24.310619,14414.448,5175,Ring,motor_4_flexed,51.0,35.125,8,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
2025-12-25T13:11:26.198541,14416.336,5175,Ring,motor_4_open,51.0,35.125,8,31.0,30.0,29.0,30.0,30.0,29.0,31.0,30.0,30.0,32.0,32.0,51.0,48.0,42.0,45.0,42.0
